	probability
112	0.0012141700790401938
113	0.0012141700790401938
114	0.001190362822588425
115	0.001190362822588425
116	0.001190362822588425
117	0.0011665555661366565
118	0.0011665555661366565
119	0.0011665555661366565
120	0.0011427483096848878
121	0.0011427483096848878
122	0.0011427483096848878
123	0.0011189410532331196
124	0.0011189410532331196
125	0.0011189410532331196
126	0.0011189410532331196
127	0.0011189410532331196
128	0.0011189410532331196
129	0.0010951337967813513
130	0.0010951337967813513
131	0.0010713265403295826
132	0.0010713265403295826
133	0.0010713265403295826
134	0.0010713265403295826
135	0.0010713265403295826
136	0.001047519283877814
137	0.001047519283877814
138	0.001047519283877814
139	0.001047519283877814
140	0.001047519283877814
141	0.0010237120274260456
142	0.0010237120274260456
143	0.0010237120274260456
144	0.000999904770974277
145	0.000999904770974277
146	0.000999904770974277
147	0.000999904770974277
148	0.000999904770974277
149	0.0009760975145225087
150	0.0009760975145225087
151	0.0009522902580707403
152	0.0009522902580707403
153	0.0009522902580707403
154	0.0009284830016189716
155	0.0009284830016189716
156	0.0009284830016189716
157	0.0009284830016189716
158	0.0009284830016189716
159	0.0009284830016189716
160	0.0009046757451672031
161	0.0009046757451672031
162	0.0009046757451672031
163	0.0008808684887154346
164	0.0008808684887154346
165	0.0008808684887154346
166	0.0008808684887154346
167	0.0008808684887154346
168	0.0008570612322636661
169	0.0008570612322636661
170	0.0008570612322636661
171	0.0008570612322636661
172	0.0008570612322636661
173	0.0008570612322636661
174	0.0008570612322636661
175	0.0008570612322636661
176	0.0008332539758118976
177	0.0008332539758118976
178	0.0008332539758118976
179	0.0008332539758118976
180	0.0008094467193601291
181	0.0008094467193601291
182	0.0008094467193601291
183	0.0008094467193601291
184	0.0008094467193601291
185	0.0008094467193601291
186	0.0007856394629083605
187	0.0007856394629083605
188	0.0007856394629083605
189	0.0007856394629083605
190	0.0007618322064565921
191	0.0007618322064565921
192	0.0007618322064565921
193	0.0007618322064565921
194	0.0007618322064565921
195	0.0007380249500048237
196	0.0007380249500048237
197	0.0007380249500048237
198	0.0007380249500048237
199	0.0007380249500048237
200	0.0007380249500048237
201	0.0007380249500048237
202	0.0007380249500048237
203	0.0007380249500048237
204	0.0007380249500048237
205	0.0007380249500048237
206	0.0007380249500048237
207	0.0007142176935530551
208	0.0007142176935530551
209	0.0007142176935530551
210	0.0007142176935530551
211	0.0007142176935530551
212	0.0007142176935530551
213	0.0007142176935530551
214	0.0006904104371012865
215	0.0006904104371012865
216	0.0006904104371012865
217	0.0006904104371012865
218	0.0006904104371012865
219	0.000666603180649518
220	0.000666603180649518
221	0.000666603180649518
222	0.000666603180649518
223	0.000666603180649518
224	0.000666603180649518
225	0.0006427959241977495
226	0.0006427959241977495
227	0.0006427959241977495
228	0.0006427959241977495
229	0.0006427959241977495
230	0.0006427959241977495
231	0.0006427959241977495
232	0.0006427959241977495
233	0.0006427959241977495
234	0.0006427959241977495
235	0.0006427959241977495
236	0.0006427959241977495
237	0.0006427959241977495
238	0.0006189886677459811
239	0.0006189886677459811
240	0.0006189886677459811
241	0.0006189886677459811
242	0.0006189886677459811
243	0.0006189886677459811
244	0.0006189886677459811
245	0.0006189886677459811
246	0.0006189886677459811
247	0.0006189886677459811
248	0.0005951814112942125
249	0.0005951814112942125
250	0.0005951814112942125
251	0.0005951814112942125
252	0.0005951814112942125
253	0.0005951814112942125
254	0.0005951814112942125
255	0.0005951814112942125
256	0.0005951814112942125
257	0.0005951814112942125
258	0.0005951814112942125
259	0.0005951814112942125
260	0.0005951814112942125
261	0.000571374154842444
262	0.000571374154842444
263	0.000571374154842444
264	0.000571374154842444
265	0.000571374154842444
266	0.000571374154842444
267	0.000571374154842444
268	0.000571374154842444
269	0.000571374154842444
270	0.000571374154842444
271	0.000571374154842444
272	0.0005475668983906756
273	0.0005475668983906756
274	0.0005475668983906756
275	0.0005475668983906756
276	0.0005475668983906756
277	0.0005475668983906756
278	0.0005475668983906756
279	0.0005475668983906756
280	0.0005475668983906756
281	0.0005475668983906756
282	0.000523759641938907
283	0.000523759641938907
284	0.000523759641938907
285	0.000523759641938907
286	0.000523759641938907
287	0.000523759641938907
288	0.000523759641938907
289	0.000523759641938907
290	0.000523759641938907
291	0.000523759641938907
292	0.000523759641938907
293	0.000523759641938907
294	0.000523759641938907
295	0.000523759641938907
296	0.000523759641938907
297	0.0004999523854871385
298	0.0004999523854871385
299	0.0004999523854871385
300	0.0004999523854871385
301	0.0004999523854871385
302	0.0004999523854871385
303	0.0004999523854871385
304	0.0004999523854871385
305	0.0004999523854871385
306	0.0004999523854871385
307	0.0004999523854871385
308	0.0004999523854871385
309	0.0004999523854871385
310	0.0004999523854871385
311	0.0004999523854871385
312	0.0004999523854871385
313	0.0004999523854871385
314	0.00047614512903537015
315	0.00047614512903537015
316	0.00047614512903537015
317	0.00047614512903537015
318	0.00047614512903537015
319	0.00047614512903537015
320	0.00047614512903537015
321	0.00047614512903537015
322	0.00047614512903537015
323	0.00047614512903537015
324	0.00047614512903537015
325	0.00047614512903537015
326	0.00047614512903537015
327	0.00045233787258360154
328	0.00045233787258360154
329	0.00045233787258360154
330	0.00045233787258360154
331	0.00045233787258360154
332	0.00045233787258360154
333	0.00045233787258360154
334	0.00045233787258360154
335	0.00045233787258360154
336	0.00045233787258360154
337	0.00045233787258360154
338	0.00045233787258360154
339	0.00045233787258360154
340	0.00045233787258360154
341	0.00045233787258360154
342	0.00045233787258360154
343	0.00045233787258360154
344	0.00045233787258360154
345	0.00045233787258360154
346	0.00045233787258360154
347	0.00045233787258360154
348	0.00045233787258360154
349	0.00042853061613183304
350	0.00042853061613183304
351	0.00042853061613183304
352	0.00042853061613183304
353	0.00042853061613183304
354	0.00042853061613183304
355	0.00042853061613183304
356	0.00042853061613183304
357	0.00042853061613183304
358	0.00042853061613183304
359	0.00042853061613183304
360	0.00042853061613183304
361	0.00042853061613183304
362	0.00042853061613183304
363	0.00042853061613183304
364	0.00042853061613183304
365	0.00042853061613183304
366	0.00042853061613183304
367	0.00042853061613183304
368	0.00042853061613183304
369	0.00042853061613183304
370	0.00042853061613183304
371	0.00042853061613183304
372	0.00040472335968006455
373	0.00040472335968006455
374	0.00040472335968006455
375	0.00040472335968006455
376	0.00040472335968006455
377	0.00040472335968006455
378	0.00040472335968006455
379	0.00040472335968006455
380	0.00040472335968006455
381	0.00040472335968006455
382	0.00040472335968006455
383	0.00040472335968006455
384	0.00040472335968006455
385	0.00040472335968006455
386	0.00040472335968006455
387	0.00040472335968006455
388	0.00040472335968006455
389	0.00040472335968006455
390	0.00040472335968006455
391	0.00040472335968006455
392	0.00040472335968006455
393	0.00040472335968006455
394	0.00040472335968006455
395	0.00040472335968006455
396	0.00038091610322829605
397	0.00038091610322829605
398	0.00038091610322829605
399	0.00038091610322829605
400	0.00038091610322829605
401	0.00038091610322829605
402	0.00038091610322829605
403	0.00038091610322829605
404	0.00038091610322829605
405	0.00038091610322829605
406	0.00038091610322829605
407	0.00038091610322829605
408	0.00038091610322829605
409	0.00038091610322829605
410	0.00038091610322829605
411	0.00038091610322829605
412	0.00038091610322829605
413	0.00038091610322829605
414	0.00038091610322829605
415	0.00038091610322829605
416	0.0003571088467765275
417	0.0003571088467765275
418	0.0003571088467765275
419	0.0003571088467765275
420	0.0003571088467765275
421	0.0003571088467765275
422	0.0003571088467765275
423	0.0003571088467765275
424	0.0003571088467765275
425	0.0003571088467765275
426	0.0003571088467765275
427	0.0003571088467765275
428	0.0003571088467765275
429	0.0003571088467765275
430	0.0003571088467765275
431	0.0003571088467765275
432	0.0003571088467765275
433	0.0003571088467765275
434	0.0003571088467765275
435	0.0003571088467765275
436	0.000333301590324759
437	0.000333301590324759
438	0.000333301590324759
439	0.000333301590324759
440	0.000333301590324759
441	0.000333301590324759
442	0.000333301590324759
443	0.000333301590324759
444	0.000333301590324759
445	0.000333301590324759
446	0.000333301590324759
447	0.000333301590324759
448	0.000333301590324759
449	0.000333301590324759
450	0.000333301590324759
451	0.000333301590324759
452	0.000333301590324759
453	0.000333301590324759
454	0.000333301590324759
455	0.000333301590324759
456	0.000333301590324759
457	0.000333301590324759
458	0.000333301590324759
459	0.000333301590324759
460	0.00030949433387299056
461	0.00030949433387299056
462	0.00030949433387299056
463	0.00030949433387299056
464	0.00030949433387299056
465	0.00030949433387299056
466	0.00030949433387299056
467	0.00030949433387299056
468	0.00030949433387299056
469	0.00030949433387299056
470	0.00030949433387299056
471	0.00030949433387299056
472	0.00030949433387299056
473	0.00030949433387299056
474	0.00030949433387299056
475	0.00030949433387299056
476	0.00030949433387299056
477	0.00030949433387299056
478	0.00030949433387299056
479	0.00030949433387299056
480	0.00030949433387299056
481	0.00030949433387299056
482	0.00030949433387299056
483	0.00030949433387299056
484	0.00030949433387299056
485	0.00030949433387299056
486	0.00030949433387299056
487	0.00030949433387299056
488	0.00030949433387299056
489	0.00030949433387299056
490	0.00028568707742122196
491	0.00028568707742122196
492	0.00028568707742122196
493	0.00028568707742122196
494	0.00028568707742122196
495	0.00028568707742122196
496	0.00028568707742122196
497	0.00028568707742122196
498	0.00028568707742122196
499	0.00028568707742122196
500	0.00028568707742122196
501	0.00028568707742122196
502	0.00028568707742122196
503	0.00028568707742122196
504	0.00028568707742122196
505	0.00028568707742122196
506	0.00028568707742122196
507	0.00028568707742122196
508	0.00028568707742122196
509	0.00028568707742122196
510	0.00028568707742122196
511	0.00028568707742122196
512	0.00028568707742122196
513	0.00028568707742122196
514	0.00028568707742122196
515	0.00028568707742122196
516	0.00028568707742122196
517	0.00028568707742122196
518	0.00028568707742122196
519	0.00028568707742122196
520	0.00028568707742122196
521	0.00028568707742122196
522	0.00028568707742122196
523	0.00028568707742122196
524	0.00028568707742122196
525	0.0002618798209694535
526	0.0002618798209694535
527	0.0002618798209694535
528	0.0002618798209694535
529	0.0002618798209694535
530	0.0002618798209694535
531	0.0002618798209694535
532	0.0002618798209694535
533	0.0002618798209694535
534	0.0002618798209694535
535	0.0002618798209694535
536	0.0002618798209694535
537	0.0002618798209694535
538	0.0002618798209694535
539	0.0002618798209694535
540	0.0002618798209694535
541	0.0002618798209694535
542	0.0002618798209694535
543	0.0002618798209694535
544	0.0002618798209694535
545	0.0002618798209694535
546	0.0002618798209694535
547	0.0002618798209694535
548	0.0002618798209694535
549	0.0002618798209694535
550	0.0002618798209694535
551	0.0002618798209694535
552	0.0002618798209694535
553	0.0002618798209694535
554	0.0002618798209694535
555	0.0002618798209694535
556	0.0002618798209694535
557	0.0002618798209694535
558	0.0002618798209694535
559	0.0002618798209694535
560	0.0002618798209694535
561	0.0002618798209694535
562	0.0002618798209694535
563	0.0002618798209694535
564	0.0002618798209694535
565	0.0002618798209694535
566	0.0002618798209694535
567	0.0002618798209694535
568	0.0002618798209694535
569	0.0002618798209694535
570	0.0002618798209694535
571	0.0002618798209694535
572	0.0002618798209694535
573	0.0002618798209694535
574	0.0002618798209694535
575	0.0002618798209694535
576	0.00023807256451768505
577	0.00023807256451768505
578	0.00023807256451768505
579	0.00023807256451768505
580	0.00023807256451768505
581	0.00023807256451768505
582	0.00023807256451768505
583	0.00023807256451768505
584	0.00023807256451768505
585	0.00023807256451768505
586	0.00023807256451768505
587	0.00023807256451768505
588	0.00023807256451768505
589	0.00023807256451768505
590	0.00023807256451768505
591	0.00023807256451768505
592	0.00023807256451768505
593	0.00023807256451768505
594	0.00023807256451768505
595	0.00023807256451768505
596	0.00023807256451768505
597	0.00023807256451768505
598	0.00023807256451768505
599	0.00023807256451768505
600	0.00023807256451768505
601	0.00023807256451768505
602	0.00023807256451768505
603	0.00023807256451768505
604	0.00023807256451768505
605	0.00023807256451768505
606	0.00023807256451768505
607	0.00023807256451768505
608	0.00023807256451768505
609	0.00023807256451768505
610	0.00023807256451768505
611	0.00023807256451768505
612	0.00023807256451768505
613	0.00023807256451768505
614	0.00023807256451768505
615	0.00023807256451768505
616	0.00023807256451768505
617	0.00023807256451768505
618	0.00023807256451768505
619	0.00021426530806591652
620	0.00021426530806591652
621	0.00021426530806591652
622	0.00021426530806591652
623	0.00021426530806591652
624	0.00021426530806591652
625	0.00021426530806591652
626	0.00021426530806591652
627	0.00021426530806591652
628	0.00021426530806591652
629	0.00021426530806591652
630	0.00021426530806591652
631	0.00021426530806591652
632	0.00021426530806591652
633	0.00021426530806591652
634	0.00021426530806591652
635	0.00021426530806591652
636	0.00021426530806591652
637	0.00021426530806591652
638	0.00021426530806591652
639	0.00021426530806591652
640	0.00021426530806591652
641	0.00021426530806591652
642	0.00021426530806591652
643	0.00021426530806591652
644	0.00021426530806591652
645	0.00021426530806591652
646	0.00021426530806591652
647	0.00021426530806591652
648	0.00021426530806591652
649	0.00021426530806591652
650	0.00021426530806591652
651	0.00021426530806591652
652	0.00021426530806591652
653	0.00021426530806591652
654	0.00021426530806591652
655	0.00021426530806591652
656	0.00021426530806591652
657	0.00021426530806591652
658	0.00021426530806591652
659	0.00021426530806591652
660	0.00021426530806591652
661	0.00021426530806591652
662	0.00021426530806591652
663	0.00021426530806591652
664	0.00021426530806591652
665	0.00021426530806591652
666	0.00021426530806591652
667	0.00021426530806591652
668	0.00021426530806591652
669	0.00021426530806591652
670	0.00021426530806591652
671	0.00021426530806591652
672	0.00021426530806591652
673	0.00021426530806591652
674	0.00021426530806591652
675	0.00021426530806591652
676	0.00021426530806591652
677	0.00021426530806591652
678	0.00021426530806591652
679	0.00021426530806591652
680	0.00021426530806591652
681	0.00021426530806591652
682	0.00021426530806591652
683	0.00021426530806591652
684	0.00021426530806591652
685	0.00021426530806591652
686	0.00021426530806591652
687	0.00021426530806591652
688	0.00021426530806591652
689	0.00021426530806591652
690	0.00021426530806591652
691	0.00019045805161414803
692	0.00019045805161414803
693	0.00019045805161414803
694	0.00019045805161414803
695	0.00019045805161414803
696	0.00019045805161414803
697	0.00019045805161414803
698	0.00019045805161414803
699	0.00019045805161414803
700	0.00019045805161414803
701	0.00019045805161414803
702	0.00019045805161414803
703	0.00019045805161414803
704	0.00019045805161414803
705	0.00019045805161414803
706	0.00019045805161414803
707	0.00019045805161414803
708	0.00019045805161414803
709	0.00019045805161414803
710	0.00019045805161414803
711	0.00019045805161414803
712	0.00019045805161414803
713	0.00019045805161414803
714	0.00019045805161414803
715	0.00019045805161414803
716	0.00019045805161414803
717	0.00019045805161414803
718	0.00019045805161414803
719	0.00019045805161414803
720	0.00019045805161414803
721	0.00019045805161414803
722	0.00019045805161414803
723	0.00019045805161414803
724	0.00019045805161414803
725	0.00019045805161414803
726	0.00019045805161414803
727	0.00019045805161414803
728	0.00019045805161414803
729	0.00019045805161414803
730	0.00019045805161414803
731	0.00019045805161414803
732	0.00019045805161414803
733	0.00019045805161414803
734	0.00019045805161414803
735	0.00019045805161414803
736	0.00019045805161414803
737	0.00019045805161414803
738	0.00019045805161414803
739	0.00019045805161414803
740	0.00019045805161414803
741	0.00019045805161414803
742	0.00019045805161414803
743	0.00019045805161414803
744	0.00019045805161414803
745	0.00019045805161414803
746	0.00019045805161414803
747	0.00019045805161414803
748	0.00019045805161414803
749	0.00019045805161414803
750	0.00019045805161414803
751	0.00019045805161414803
752	0.00019045805161414803
753	0.00019045805161414803
754	0.00019045805161414803
755	0.00019045805161414803
756	0.00019045805161414803
757	0.00019045805161414803
758	0.00019045805161414803
759	0.00019045805161414803
760	0.00019045805161414803
761	0.00019045805161414803
762	0.0001666507951623795
763	0.0001666507951623795
764	0.0001666507951623795
765	0.0001666507951623795
766	0.0001666507951623795
767	0.0001666507951623795
768	0.0001666507951623795
769	0.0001666507951623795
770	0.0001666507951623795
771	0.0001666507951623795
772	0.0001666507951623795
773	0.0001666507951623795
774	0.0001666507951623795
775	0.0001666507951623795
776	0.0001666507951623795
777	0.0001666507951623795
778	0.0001666507951623795
779	0.0001666507951623795
780	0.0001666507951623795
781	0.0001666507951623795
782	0.0001666507951623795
783	0.0001666507951623795
784	0.0001666507951623795
785	0.0001666507951623795
786	0.0001666507951623795
787	0.0001666507951623795
788	0.0001666507951623795
789	0.0001666507951623795
790	0.0001666507951623795
791	0.0001666507951623795
792	0.0001666507951623795
793	0.0001666507951623795
794	0.0001666507951623795
795	0.0001666507951623795
796	0.0001666507951623795
797	0.0001666507951623795
798	0.0001666507951623795
799	0.0001666507951623795
800	0.0001666507951623795
801	0.0001666507951623795
802	0.0001666507951623795
803	0.0001666507951623795
804	0.0001666507951623795
805	0.0001666507951623795
806	0.0001666507951623795
807	0.0001666507951623795
808	0.0001666507951623795
809	0.0001666507951623795
810	0.0001666507951623795
811	0.0001666507951623795
812	0.0001666507951623795
813	0.0001666507951623795
814	0.0001666507951623795
815	0.0001666507951623795
816	0.0001666507951623795
817	0.0001666507951623795
818	0.0001666507951623795
819	0.0001666507951623795
820	0.0001666507951623795
821	0.0001666507951623795
822	0.0001666507951623795
823	0.0001666507951623795
824	0.0001666507951623795
825	0.0001666507951623795
826	0.0001666507951623795
827	0.0001666507951623795
828	0.0001666507951623795
829	0.0001666507951623795
830	0.0001666507951623795
831	0.0001666507951623795
832	0.0001666507951623795
833	0.0001666507951623795
834	0.0001666507951623795
835	0.0001666507951623795
836	0.000142843538710611
837	0.000142843538710611
838	0.000142843538710611
839	0.000142843538710611
840	0.000142843538710611
841	0.000142843538710611
842	0.000142843538710611
843	0.000142843538710611
844	0.000142843538710611
845	0.000142843538710611
846	0.000142843538710611
847	0.000142843538710611
848	0.000142843538710611
849	0.000142843538710611
850	0.000142843538710611
851	0.000142843538710611
852	0.000142843538710611
853	0.000142843538710611
854	0.000142843538710611
855	0.000142843538710611
856	0.000142843538710611
857	0.000142843538710611
858	0.000142843538710611
859	0.000142843538710611
860	0.000142843538710611
861	0.000142843538710611
862	0.000142843538710611
863	0.000142843538710611
864	0.000142843538710611
865	0.000142843538710611
866	0.000142843538710611
867	0.000142843538710611
868	0.000142843538710611
869	0.000142843538710611
870	0.000142843538710611
871	0.000142843538710611
872	0.000142843538710611
873	0.000142843538710611
874	0.000142843538710611
875	0.000142843538710611
876	0.000142843538710611
877	0.000142843538710611
878	0.000142843538710611
879	0.000142843538710611
880	0.000142843538710611
881	0.000142843538710611
882	0.000142843538710611
883	0.000142843538710611
884	0.000142843538710611
885	0.000142843538710611
886	0.000142843538710611
887	0.000142843538710611
888	0.000142843538710611
889	0.000142843538710611
890	0.000142843538710611
891	0.000142843538710611
892	0.000142843538710611
893	0.000142843538710611
894	0.000142843538710611
895	0.000142843538710611
896	0.000142843538710611
897	0.000142843538710611
898	0.000142843538710611
899	0.000142843538710611
900	0.000142843538710611
901	0.000142843538710611
902	0.000142843538710611
903	0.000142843538710611
904	0.000142843538710611
905	0.000142843538710611
906	0.000142843538710611
907	0.000142843538710611
908	0.000142843538710611
909	0.000142843538710611
910	0.000142843538710611
911	0.000142843538710611
912	0.000142843538710611
913	0.000142843538710611
914	0.000142843538710611
915	0.000142843538710611
916	0.000142843538710611
917	0.000142843538710611
918	0.000142843538710611
919	0.000142843538710611
920	0.000142843538710611
921	0.000142843538710611
922	0.000142843538710611
923	0.000142843538710611
924	0.000142843538710611
925	0.000142843538710611
926	0.000142843538710611
927	0.000142843538710611
928	0.000142843538710611
929	0.000142843538710611
930	0.000142843538710611
931	0.000142843538710611
932	0.000142843538710611
933	0.000142843538710611
934	0.000142843538710611
935	0.000142843538710611
936	0.000142843538710611
937	0.000142843538710611
938	0.000142843538710611
939	0.000142843538710611
940	0.000142843538710611
941	0.000142843538710611
942	0.000142843538710611
943	0.000142843538710611
944	0.000142843538710611
945	0.000142843538710611
946	0.000142843538710611
947	0.000142843538710611
948	0.000142843538710611
949	0.000142843538710611
950	0.000142843538710611
951	0.000142843538710611
952	0.000142843538710611
953	0.00011903628225884252
954	0.00011903628225884252
955	0.00011903628225884252
956	0.00011903628225884252
957	0.00011903628225884252
958	0.00011903628225884252
959	0.00011903628225884252
960	0.00011903628225884252
961	0.00011903628225884252
962	0.00011903628225884252
963	0.00011903628225884252
964	0.00011903628225884252
965	0.00011903628225884252
966	0.00011903628225884252
967	0.00011903628225884252
968	0.00011903628225884252
969	0.00011903628225884252
970	0.00011903628225884252
971	0.00011903628225884252
972	0.00011903628225884252
973	0.00011903628225884252
974	0.00011903628225884252
975	0.00011903628225884252
976	0.00011903628225884252
977	0.00011903628225884252
978	0.00011903628225884252
979	0.00011903628225884252
980	0.00011903628225884252
981	0.00011903628225884252
982	0.00011903628225884252
983	0.00011903628225884252
984	0.00011903628225884252
985	0.00011903628225884252
986	0.00011903628225884252
987	0.00011903628225884252
988	0.00011903628225884252
989	0.00011903628225884252
990	0.00011903628225884252
991	0.00011903628225884252
992	0.00011903628225884252
993	0.00011903628225884252
994	0.00011903628225884252
995	0.00011903628225884252
996	0.00011903628225884252
997	0.00011903628225884252
998	0.00011903628225884252
999	0.00011903628225884252
1000	0.00011903628225884252
1001	0.00011903628225884252
1002	0.00011903628225884252
1003	0.00011903628225884252
1004	0.00011903628225884252
1005	0.00011903628225884252
1006	0.00011903628225884252
1007	0.00011903628225884252
1008	0.00011903628225884252
1009	0.00011903628225884252
1010	0.00011903628225884252
1011	0.00011903628225884252
1012	0.00011903628225884252
1013	0.00011903628225884252
1014	0.00011903628225884252
1015	0.00011903628225884252
1016	0.00011903628225884252
1017	0.00011903628225884252
1018	0.00011903628225884252
1019	0.00011903628225884252
1020	0.00011903628225884252
1021	0.00011903628225884252
1022	0.00011903628225884252
1023	0.00011903628225884252
1024	0.00011903628225884252
1025	0.00011903628225884252
1026	0.00011903628225884252
1027	0.00011903628225884252
1028	0.00011903628225884252
1029	0.00011903628225884252
1030	0.00011903628225884252
1031	0.00011903628225884252
1032	0.00011903628225884252
1033	0.00011903628225884252
1034	0.00011903628225884252
1035	0.00011903628225884252
1036	0.00011903628225884252
1037	0.00011903628225884252
1038	0.00011903628225884252
1039	0.00011903628225884252
1040	0.00011903628225884252
1041	0.00011903628225884252
1042	0.00011903628225884252
1043	0.00011903628225884252
1044	0.00011903628225884252
1045	0.00011903628225884252
1046	0.00011903628225884252
1047	0.00011903628225884252
1048	0.00011903628225884252
1049	0.00011903628225884252
1050	0.00011903628225884252
1051	0.00011903628225884252
1052	0.00011903628225884252
1053	0.00011903628225884252
1054	0.00011903628225884252
1055	0.00011903628225884252
1056	0.00011903628225884252
1057	0.00011903628225884252
1058	0.00011903628225884252
1059	0.00011903628225884252
1060	0.00011903628225884252
1061	0.00011903628225884252
1062	0.00011903628225884252
1063	0.00011903628225884252
1064	0.00011903628225884252
1065	0.00011903628225884252
1066	0.00011903628225884252
1067	0.00011903628225884252
1068	0.00011903628225884252
1069	0.00011903628225884252
1070	0.00011903628225884252
1071	0.00011903628225884252
1072	0.00011903628225884252
1073	0.00011903628225884252
1074	0.00011903628225884252
1075	0.00011903628225884252
1076	0.00011903628225884252
1077	0.00011903628225884252
1078	0.00011903628225884252
1079	0.00011903628225884252
1080	0.00011903628225884252
1081	0.00011903628225884252
1082	0.00011903628225884252
1083	0.00011903628225884252
1084	0.00011903628225884252
1085	0.00011903628225884252
1086	0.00011903628225884252
1087	0.00011903628225884252
1088	0.00011903628225884252
1089	0.00011903628225884252
1090	0.00011903628225884252
1091	0.00011903628225884252
1092	0.00011903628225884252
1093	0.00011903628225884252
1094	0.00011903628225884252
1095	0.00011903628225884252
1096	0.00011903628225884252
1097	0.00011903628225884252
1098	0.00011903628225884252
1099	0.00011903628225884252
1100	0.00011903628225884252
1101	0.00011903628225884252
1102	0.00011903628225884252
1103	0.00011903628225884252
1104	0.00011903628225884252
1105	0.00011903628225884252
1106	0.00011903628225884252
1107	0.00011903628225884252
1108	0.00011903628225884252
1109	0.00011903628225884252
1110	0.00011903628225884252
1111	0.00011903628225884252
1112	0.00011903628225884252
1113	0.00011903628225884252
1114	0.00011903628225884252
1115	0.00011903628225884252
1116	0.00011903628225884252
1117	0.00011903628225884252
1118	0.00011903628225884252
1119	0.00011903628225884252
1120	0.00011903628225884252
1121	0.00011903628225884252
1122	0.00011903628225884252
1123	0.00011903628225884252
1124	0.00011903628225884252
1125	0.00011903628225884252
1126	0.00011903628225884252
1127	0.00011903628225884252
1128	0.00011903628225884252
1129	0.00011903628225884252
1130	0.00011903628225884252
1131	0.00011903628225884252
1132	0.00011903628225884252
1133	0.00011903628225884252
1134	0.00011903628225884252
1135	0.00011903628225884252
1136	0.00011903628225884252
1137	0.00011903628225884252
1138	0.00011903628225884252
1139	0.00011903628225884252
1140	9.522902580707401e-05
1141	9.522902580707401e-05
1142	9.522902580707401e-05
1143	9.522902580707401e-05
1144	9.522902580707401e-05
1145	9.522902580707401e-05
1146	9.522902580707401e-05
1147	9.522902580707401e-05
1148	9.522902580707401e-05
1149	9.522902580707401e-05
1150	9.522902580707401e-05
1151	9.522902580707401e-05
1152	9.522902580707401e-05
1153	9.522902580707401e-05
1154	9.522902580707401e-05
1155	9.522902580707401e-05
1156	9.522902580707401e-05
1157	9.522902580707401e-05
1158	9.522902580707401e-05
1159	9.522902580707401e-05
1160	9.522902580707401e-05
1161	9.522902580707401e-05
1162	9.522902580707401e-05
1163	9.522902580707401e-05
1164	9.522902580707401e-05
1165	9.522902580707401e-05
1166	9.522902580707401e-05
1167	9.522902580707401e-05
1168	9.522902580707401e-05
