triplets	rf	triplets_by_depth	solver	tree_simulator	tracing_simulator	size	edit_frac	cassettes	missing_rate	entropy	states	indel_dist	iteration
0.7790769230769231	0.4232861806311208	[0.698, 0.896, 0.852, 0.994, 0.854, 0.976, 0.518, 0.88, 0.658, 0.648, 0.846, 0.5, 0.808]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	7
0.8180000000000001	0.2721518987341772	[1.0, 1.0, 1.0, 1.0, 0.994, 0.984, 0.914, 0.914, 0.6, 0.576, 0.99, 0.74, 0.77, 0.478, 0.948, 0.18]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	1
0.6608	0.6112469437652812	[1.0, 0.932, 0.714, 0.95, 0.856, 0.89, 0.348, 0.574, 0.418, 0.514, 0.538, 0.54, 0.59, 0.856, 0.192]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	2
0.7063076923076923	0.4521158129175947	[0.97, 0.606, 0.98, 0.844, 0.9, 0.826, 0.814, 0.452, 0.57, 0.748, 0.546, 0.608, 0.318]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	5
0.7533846153846154	0.5303197353914002	[0.982, 0.972, 0.944, 0.882, 0.466, 0.606, 0.628, 0.936, 0.692, 0.882, 0.632, 0.63, 0.542]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	6
0.7454999999999999	0.494949494949495	[0.994, 0.976, 0.956, 0.638, 0.852, 0.62, 0.724, 0.86, 0.608, 0.68, 0.536, 0.502]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	9
0.7756666666666666	0.41216216216216217	[1.0, 0.624, 0.976, 0.902, 0.846, 0.932, 0.814, 0.756, 0.778, 0.584, 0.66, 0.436]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	9
0.716923076923077	0.5381114903299203	[0.826, 1.0, 0.422, 0.554, 0.876, 0.716, 0.862, 0.772, 0.732, 0.62, 0.516, 0.526, 0.898]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	8
0.7426153846153846	0.512568306010929	[0.98, 0.916, 0.89, 0.58, 0.796, 0.78, 0.896, 0.904, 0.54, 0.64, 0.682, 0.788, 0.262]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	7
0.7892307692307692	0.41555555555555557	[1.0, 0.504, 0.986, 1.0, 0.926, 0.988, 0.922, 0.61, 0.606, 0.926, 0.59, 0.664, 0.538]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	5
0.7543076923076922	0.4637002341920375	[1.0, 1.0, 0.996, 0.972, 0.892, 0.982, 0.75, 0.884, 0.736, 0.494, 0.884, 0.216, 0.0]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	6
0.679076923076923	0.5489067894131185	[0.874, 0.612, 0.98, 0.882, 0.714, 0.592, 0.632, 0.61, 0.5, 0.648, 0.84, 0.588, 0.356]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	4
0.7375384615384616	0.5146726862302483	[0.784, 0.96, 0.94, 0.95, 0.602, 0.976, 0.718, 0.734, 0.536, 0.434, 0.648, 0.676, 0.63]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	0
0.6818461538461538	0.47105561861521	[0.96, 0.452, 0.784, 0.87, 0.682, 0.774, 0.936, 0.75, 0.746, 0.67, 0.536, 0.514, 0.19]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	3
0.7301538461538463	0.4097616345062429	[1.0, 0.29, 0.762, 0.844, 0.704, 0.842, 0.93, 0.794, 0.86, 0.816, 0.868, 0.618, 0.164]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	3
0.687375	0.41813898704358066	[1.0, 1.0, 0.796, 1.0, 0.896, 0.774, 0.93, 0.728, 0.804, 0.95, 0.344, 0.35, 0.314, 0.678, 0.238, 0.196]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	1
0.7823076923076925	0.44405997693194926	[1.0, 1.0, 1.0, 0.916, 0.688, 0.966, 0.866, 0.56, 0.496, 0.898, 0.64, 0.784, 0.356]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	0
0.638625	0.5123674911660777	[1.0, 0.956, 0.624, 0.904, 0.72, 0.862, 0.84, 0.732, 0.79, 0.942, 0.328, 0.314, 0.3, 0.676, 0.23, 0.0]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	False	1
0.7764615384615385	0.4348327566320646	[1.0, 1.0, 0.984, 0.624, 0.602, 0.982, 0.94, 0.736, 0.902, 0.702, 0.76, 0.514, 0.348]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	4
0.784	0.46449359720605354	[1.0, 1.0, 0.584, 1.0, 0.864, 0.816, 0.918, 0.844, 0.832, 0.744, 0.602, 0.36, 0.628]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	8
0.6881333333333334	0.502944640753828	[0.718, 0.998, 0.996, 0.998, 0.914, 0.946, 0.532, 0.966, 0.412, 0.392, 0.53, 0.704, 0.724, 0.31, 0.182]	vanilla_greedy	lognormal_fit	pe	500	0.7	5	0	1	8	True	2
0.8607692307692308	0.2664576802507837	[1.0, 1.0, 0.706, 0.978, 0.792, 0.882, 0.98, 0.738, 0.97, 0.718, 0.854, 0.896, 0.676]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	4
0.8361538461538461	0.3264033264033264	[0.788, 0.97, 0.94, 0.706, 0.898, 0.844, 0.808, 0.782, 0.75, 0.918, 0.728, 0.738, 1.0]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	0
0.8368333333333334	0.2567849686847599	[1.0, 1.0, 0.974, 0.814, 0.886, 0.81, 0.954, 0.784, 0.81, 0.846, 0.72, 0.444]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	9
0.9019999999999999	0.2139917695473251	[1.0, 1.0, 0.98, 0.844, 0.966, 0.94, 0.778, 0.722, 0.918, 0.838, 0.91, 0.83, 1.0]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	7
0.9036923076923078	0.21784232365145229	[1.0, 1.0, 1.0, 0.88, 0.656, 0.994, 0.882, 0.922, 0.898, 0.96, 0.768, 0.852, 0.936]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	0
0.8952307692307694	0.24481327800829875	[1.0, 1.0, 1.0, 0.906, 0.97, 0.912, 0.92, 0.816, 0.818, 0.858, 0.856, 0.714, 0.868]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	8
0.8310769230769233	0.25	[1.0, 1.0, 0.644, 0.714, 0.722, 0.988, 0.728, 0.822, 0.832, 0.92, 0.852, 0.968, 0.614]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	6
0.9269230769230768	0.22722513089005236	[1.0, 1.0, 0.912, 1.0, 1.0, 0.768, 0.996, 0.982, 0.954, 0.962, 0.802, 0.958, 0.716]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	5
0.8764615384615382	0.24713242961418144	[1.0, 1.0, 0.998, 1.0, 1.0, 0.836, 0.89, 0.912, 0.868, 0.854, 0.716, 0.732, 0.588]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	3
0.79775	0.3668763102725367	[0.986, 0.974, 0.97, 0.624, 0.726, 0.88, 0.856, 0.814, 0.852, 0.964, 1.0, 0.724, 0.732, 0.556, 0.962, 0.144]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	1
0.8155999999999999	0.23621227887617066	[1.0, 0.62, 0.996, 0.998, 0.908, 1.0, 0.99, 1.0, 0.564, 0.788, 0.892, 0.538, 0.654, 0.804, 0.482]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	True	2
0.8302666666666666	0.28556806550665303	[1.0, 0.934, 0.712, 0.688, 0.926, 0.976, 0.438, 0.844, 0.752, 0.796, 0.948, 0.982, 0.854, 0.774, 0.83]	vanilla_greedy	lognormal_fit	pe	500	0.7	15	0	1	8	False	2
0.8291999999999999	0.27024185068349105	[0.98, 1.0, 0.5, 0.73, 0.918, 0.766, 0.992, 0.988, 0.652, 0.996, 0.924, 0.648, 0.924, 0.864, 0.556]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	2
0.7998333333333333	0.33541666666666664	[0.98, 0.9, 0.762, 0.836, 0.696, 0.664, 0.948, 0.844, 0.888, 0.814, 0.908, 0.358]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	9
0.8227692307692307	0.3347107438016529	[0.992, 0.982, 0.728, 0.91, 0.62, 0.776, 0.956, 0.704, 0.75, 0.902, 0.732, 0.91, 0.734]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	4
0.8715384615384614	0.31006160164271046	[0.812, 0.938, 0.784, 0.744, 0.924, 0.748, 0.87, 0.934, 0.972, 0.876, 0.918, 0.898, 0.912]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	5
0.856153846153846	0.3522012578616352	[0.96, 0.956, 0.962, 0.98, 0.9, 0.752, 0.866, 0.814, 0.748, 0.652, 0.78, 0.816, 0.944]	vanilla_greedy	lognormal_fit	pe	500	0.7	10	0	1	8	False	8
