triplets	rf	triplets_by_depth	solver	tree_simulator	tracing_simulator	size	edit_frac	cassettes	missing_rate	entropy	states	indel_dist	iteration
0.7502857142857142	0.5797619047619048	[0.962, 0.914, 0.932, 0.806, 0.802, 0.588, 0.918, 0.71, 0.852, 0.68, 0.696, 0.498, 0.448, 0.698]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	9
0.6154999999999999	0.5849731663685152	[0.822, 0.832, 0.69, 0.942, 0.48, 0.85, 0.544, 0.82, 0.79, 0.594, 0.716, 0.654, 0.802, 0.312, 0.0, 0.0]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	6
0.6458823529411765	0.6228710462287105	[0.99, 0.962, 0.796, 0.882, 0.844, 0.76, 0.856, 0.54, 0.534, 0.404, 0.55, 0.76, 0.6, 0.502, 0.41, 0.324, 0.266]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	1
0.81075	0.43342776203966005	[1.0, 0.492, 0.894, 0.988, 0.962, 0.978, 0.71, 0.928, 0.89, 0.74, 0.73, 0.862, 0.502, 0.854, 0.622, 0.82]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	5
0.6547058823529411	0.7445378151260504	[1.0, 1.0, 0.838, 0.876, 0.834, 0.782, 0.836, 0.476, 0.45, 0.352, 0.524, 0.648, 0.708, 0.446, 0.552, 0.558, 0.25]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	1
0.8318749999999999	0.44188658057271196	[1.0, 0.856, 0.988, 0.942, 1.0, 0.956, 0.844, 0.818, 0.872, 0.876, 0.598, 0.742, 0.692, 0.8, 0.326, 1.0]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	6
0.7218571428571431	0.6163714111178986	[0.886, 0.9, 0.962, 0.82, 0.726, 0.812, 0.828, 0.758, 0.692, 0.63, 0.554, 0.518, 0.646, 0.374]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	8
0.7146666666666666	0.6055488540410132	[0.916, 0.384, 0.694, 0.948, 0.656, 0.784, 0.896, 0.858, 0.832, 0.602, 0.552, 0.628, 0.748, 0.782, 0.44]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	3
0.6739999999999999	0.5969714618520675	[0.708, 0.628, 0.706, 0.71, 0.962, 0.79, 0.588, 0.62, 0.804, 0.78, 0.824, 0.748, 0.702, 0.196, 0.344]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	7
0.7768000000000002	0.5464512406231967	[0.982, 0.984, 0.736, 0.936, 0.62, 0.92, 0.762, 0.864, 0.746, 0.82, 0.624, 0.594, 0.784, 0.614, 0.666]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	4
0.71175	0.6183115338882283	[0.972, 0.982, 0.73, 0.482, 0.698, 0.568, 0.556, 0.958, 0.562, 0.886, 0.942, 0.486, 0.834, 0.638, 0.68, 0.414]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	2
0.7075	0.5416666666666666	[0.972, 0.636, 0.822, 0.89, 0.528, 0.614, 0.632, 0.892, 0.826, 0.634, 0.81, 0.63, 0.664, 0.72, 0.856, 0.194]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	0
0.709625	0.5503785672684915	[0.83, 0.456, 0.774, 0.7, 0.92, 0.84, 0.632, 0.864, 0.764, 0.808, 0.63, 0.844, 0.674, 0.806, 0.64, 0.172]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	False	5
0.751857142857143	0.5068656716417911	[1.0, 1.0, 1.0, 0.884, 1.0, 0.54, 0.738, 0.68, 0.736, 0.894, 0.624, 0.556, 0.46, 0.414]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	8
0.7057500000000001	0.5370483772198408	[1.0, 1.0, 0.698, 0.772, 0.886, 0.494, 0.468, 0.952, 0.64, 0.874, 0.752, 0.528, 0.508, 0.524, 0.672, 0.524]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	2
0.6474666666666665	0.4967817437097718	[0.736, 0.87, 0.814, 0.5, 0.82, 0.604, 0.714, 0.592, 0.9, 0.83, 0.712, 0.6, 0.338, 0.344, 0.338]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	7
0.7780000000000001	0.49063231850117095	[1.0, 0.968, 0.796, 0.914, 0.944, 0.54, 0.81, 0.766, 0.864, 0.75, 0.766, 0.512, 0.394, 0.868]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	9
0.6905882352941175	0.5232273838630807	[1.0, 1.0, 0.848, 0.916, 0.88, 0.838, 0.82, 0.582, 0.436, 0.384, 0.604, 0.964, 0.74, 0.458, 0.528, 0.492, 0.25]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	1
0.8265333333333335	0.4910394265232975	[1.0, 0.988, 0.992, 0.984, 0.954, 0.658, 0.788, 0.946, 0.846, 0.83, 0.862, 0.714, 0.858, 0.562, 0.416]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	3
0.7404999999999999	0.4507361268403171	[1.0, 0.688, 0.872, 0.942, 0.438, 0.698, 0.708, 0.922, 0.904, 0.62, 0.832, 0.704, 0.812, 0.876, 0.638, 0.194]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	0
0.7901333333333335	0.47368421052631576	[0.66, 1.0, 0.73, 0.972, 0.986, 0.794, 0.81, 0.79, 0.722, 0.932, 0.648, 0.806, 0.774, 0.604, 0.624]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.0	1	8	True	4
0.7794666666666668	0.6956281128942999	[1.0, 0.986, 0.99, 0.98, 0.8, 0.646, 0.772, 0.918, 0.812, 0.744, 0.804, 0.488, 0.624, 0.58, 0.548]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	3
0.6876249999999999	0.747436589314625	[0.982, 0.63, 0.826, 0.894, 0.474, 0.842, 0.628, 0.776, 0.74, 0.592, 0.618, 0.62, 0.68, 0.626, 0.488, 0.586]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	False	0
0.6307058823529411	0.8181818181818182	[0.996, 0.958, 0.81, 0.842, 0.794, 0.72, 0.7, 0.444, 0.502, 0.406, 0.482, 0.72, 0.436, 0.464, 0.328, 0.498, 0.622]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	False	1
0.6609999999999999	0.7741228070175439	[0.972, 0.944, 0.728, 0.468, 0.664, 0.512, 0.516, 0.838, 0.622, 0.788, 0.798, 0.45, 0.626, 0.49, 0.578, 0.582]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	False	2
0.7060000000000001	0.7216157205240175	[1.0, 0.97, 0.786, 0.908, 0.852, 0.518, 0.758, 0.65, 0.72, 0.602, 0.642, 0.512, 0.456, 0.51]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	9
0.706857142857143	0.7345132743362832	[1.0, 0.998, 0.992, 0.872, 0.952, 0.602, 0.696, 0.632, 0.65, 0.676, 0.568, 0.506, 0.404, 0.348]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	8
0.7828	0.6783216783216783	[0.656, 0.984, 0.726, 0.972, 0.932, 0.788, 0.808, 0.768, 0.748, 0.872, 0.554, 0.74, 0.708, 0.658, 0.828]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	4
0.7751250000000001	0.6441129461907299	[1.0, 0.84, 0.966, 0.964, 0.976, 0.936, 0.81, 0.756, 0.878, 0.83, 0.602, 0.576, 0.52, 0.664, 0.32, 0.764]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	6
0.6705	0.7731376975169301	[1.0, 0.998, 0.698, 0.772, 0.872, 0.51, 0.432, 0.89, 0.568, 0.8, 0.666, 0.482, 0.54, 0.542, 0.486, 0.472]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	2
0.73025	0.6474358974358975	[1.0, 0.492, 0.892, 0.986, 0.936, 0.948, 0.68, 0.896, 0.83, 0.63, 0.634, 0.7, 0.46, 0.716, 0.51, 0.374]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	5
0.6026666666666667	0.7514921323928377	[0.732, 0.876, 0.804, 0.522, 0.696, 0.55, 0.698, 0.564, 0.844, 0.718, 0.618, 0.452, 0.398, 0.472, 0.096]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	7
0.7169333333333334	0.7408207343412527	[0.98, 0.938, 0.702, 0.87, 0.73, 0.888, 0.722, 0.85, 0.702, 0.778, 0.57, 0.496, 0.68, 0.458, 0.39]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	False	4
0.75	0.6422505307855626	[1.0, 0.688, 1.0, 0.932, 0.436, 0.992, 0.704, 0.86, 0.85, 0.582, 0.794, 0.68, 0.716, 0.624, 0.748, 0.394]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	True	0
0.6632	0.7998894416804865	[0.912, 0.382, 0.676, 0.89, 0.64, 0.746, 0.808, 0.816, 0.684, 0.512, 0.556, 0.586, 0.68, 0.704, 0.356]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	False	3
0.646	0.7603885590933621	[0.822, 0.438, 0.726, 0.584, 0.836, 0.756, 0.574, 0.792, 0.686, 0.734, 0.654, 0.718, 0.614, 0.654, 0.49, 0.258]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.1	1	8	False	5
0.6018666666666667	0.8890701468189234	[0.904, 0.374, 0.612, 0.84, 0.556, 0.668, 0.752, 0.686, 0.602, 0.462, 0.386, 0.474, 0.574, 0.566, 0.572]	vanilla_greedy	lognormal_fit	pe	1000	0.7	5	0.2	1	8	False	3
